instance,tag,het,arm,seed,makespan,runtime_sec,generations,evaluations,ms_per_eval,stopped_by,valid,lower_bound,gap_upper,budget_sec,run
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,rule,31,151.0,0.0,,,,,1,38.75,0.7434,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,rule,42,151.0,0.0,,,,,1,38.75,0.7434,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,rule,47,151.0,0.0,,,,,1,38.75,0.7434,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,rule,53,151.0,0.0,,,,,1,38.75,0.7434,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,rule,2024,151.0,0.0,,,,,1,38.75,0.7434,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,3,73.0,42.21,1882,112920,0.374,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,7,78.0,42.21,1747,104820,0.403,budget,1,38.75,0.5032,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,11,81.0,42.22,1745,104700,0.403,budget,1,38.75,0.5216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,19,81.0,42.2,1785,107100,0.394,budget,1,38.75,0.5216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,23,78.0,42.21,1736,104160,0.405,budget,1,38.75,0.5032,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,31,78.0,42.21,1821,109260,0.386,budget,1,38.75,0.5032,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,42,80.0,42.2,1751,105060,0.402,budget,1,38.75,0.5156,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,47,80.0,42.2,1783,106980,0.394,budget,1,38.75,0.5156,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,53,75.0,42.2,1859,111540,0.378,budget,1,38.75,0.4833,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,twostage,2024,78.0,42.21,1751,105060,0.402,budget,1,38.75,0.5032,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,3,67.0,42.42,73,4380,9.685,budget,1,38.75,0.4216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,7,73.0,42.63,72,4320,9.868,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,11,75.0,42.36,81,4860,8.716,budget,1,38.75,0.4833,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,19,69.0,42.65,73,4380,9.737,budget,1,38.75,0.4384,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,23,67.0,42.3,75,4500,9.4,budget,1,38.75,0.4216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,31,75.0,42.66,69,4140,10.304,budget,1,38.75,0.4833,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,42,73.0,42.69,69,4140,10.312,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,47,73.0,42.7,75,4500,9.489,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,53,71.0,42.58,79,4740,8.983,budget,1,38.75,0.4542,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nofeedback,2024,70.0,42.61,78,4680,9.105,budget,1,38.75,0.4464,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,3,72.0,42.22,235,14100,2.994,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,7,77.0,42.26,202,12120,3.487,budget,1,38.75,0.4968,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,11,72.0,42.29,250,15000,2.819,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,19,71.0,42.34,206,12360,3.426,budget,1,38.75,0.4542,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,23,73.0,42.3,219,13140,3.219,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,31,72.0,42.35,202,12120,3.494,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,42,72.0,42.3,213,12780,3.31,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,47,76.0,42.34,196,11760,3.6,budget,1,38.75,0.4901,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,53,67.0,42.29,231,13860,3.051,budget,1,38.75,0.4216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,opendispatch,2024,74.0,42.33,218,13080,3.236,budget,1,38.75,0.4764,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,3,73.0,42.36,52,3120,13.577,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,7,74.0,42.41,49,2940,14.425,budget,1,38.75,0.4764,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,11,71.0,42.88,48,2880,14.889,budget,1,38.75,0.4542,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,19,70.0,42.46,48,2880,14.743,budget,1,38.75,0.4464,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,23,67.0,42.6,48,2880,14.792,budget,1,38.75,0.4216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,31,76.0,42.26,47,2820,14.986,budget,1,38.75,0.4901,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,42,79.0,43.06,47,2820,15.27,budget,1,38.75,0.5095,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,47,72.0,42.66,54,3240,13.167,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,53,73.0,42.42,50,3000,14.14,budget,1,38.75,0.4692,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,nostagger,2024,70.0,42.94,52,3120,13.763,budget,1,38.75,0.4464,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,3,71.0,42.36,46,2760,15.348,budget,1,38.75,0.4542,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,7,72.0,42.79,49,2940,14.554,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,11,68.0,42.74,49,2940,14.537,budget,1,38.75,0.4301,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,19,70.0,42.97,47,2820,15.238,budget,1,38.75,0.4464,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,23,77.0,42.6,46,2760,15.435,budget,1,38.75,0.4968,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,31,72.0,42.64,45,2700,15.793,budget,1,38.75,0.4618,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,42,79.0,43.14,42,2520,17.119,budget,1,38.75,0.5095,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,47,71.0,42.58,46,2760,15.428,budget,1,38.75,0.4542,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,53,75.0,42.97,45,2700,15.915,budget,1,38.75,0.4833,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,closed,2024,70.0,42.63,50,3000,14.21,budget,1,38.75,0.4464,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,3,78.0,45.98,10,600,76.633,budget,1,38.75,0.5032,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,7,83.0,43.93,10,600,73.217,budget,1,38.75,0.5331,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,11,81.0,44.75,10,600,74.583,budget,1,38.75,0.5216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,19,81.0,42.97,9,540,79.574,budget,1,38.75,0.5216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,23,79.0,42.68,9,540,79.037,budget,1,38.75,0.5095,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,31,88.0,43.64,9,540,80.815,budget,1,38.75,0.5597,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,42,78.0,46.0,10,600,76.667,budget,1,38.75,0.5032,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,47,81.0,42.79,10,600,71.317,budget,1,38.75,0.5216,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,53,85.0,43.31,10,600,72.183,budget,1,38.75,0.5441,42.19,p3
S8x4x4-LD21-H0.15-F0.6-A4-s42,high,0.15,priced,2024,82.0,45.87,10,600,76.45,budget,1,38.75,0.5274,42.19,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,3,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,7,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,11,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,19,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,23,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,31,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,42,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,47,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,53,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,rule,2024,133.0,0.0,,,,,1,31.25,0.765,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,3,63.0,46.72,1920,115200,0.406,budget,1,31.25,0.504,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,7,83.0,46.73,1993,119580,0.391,budget,1,31.25,0.6235,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,11,74.0,46.74,1928,115680,0.404,budget,1,31.25,0.5777,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,19,79.0,46.73,1973,118380,0.395,budget,1,31.25,0.6044,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,23,75.0,46.72,1960,117600,0.397,budget,1,31.25,0.5833,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,31,81.0,46.73,1968,118080,0.396,budget,1,31.25,0.6142,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,42,81.0,46.72,2091,125460,0.372,budget,1,31.25,0.6142,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,47,73.0,46.73,2011,120660,0.387,budget,1,31.25,0.5719,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,53,79.0,46.72,2078,124680,0.375,budget,1,31.25,0.6044,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,twostage,2024,86.0,46.72,1971,118260,0.395,budget,1,31.25,0.6366,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,3,73.0,47.28,82,4920,9.61,budget,1,31.25,0.5719,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,7,69.0,46.91,83,4980,9.42,budget,1,31.25,0.5471,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,11,71.0,46.78,85,5100,9.173,budget,1,31.25,0.5599,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,19,72.0,46.93,85,5100,9.202,budget,1,31.25,0.566,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,23,72.0,47.04,83,4980,9.446,budget,1,31.25,0.566,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,31,68.0,46.93,77,4620,10.158,budget,1,31.25,0.5404,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,42,69.0,47.1,82,4920,9.573,budget,1,31.25,0.5471,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,47,70.0,47.16,89,5340,8.831,budget,1,31.25,0.5536,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,53,67.0,47.11,88,5280,8.922,budget,1,31.25,0.5336,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nofeedback,2024,67.0,46.93,90,5400,8.691,budget,1,31.25,0.5336,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,3,69.0,46.8,242,14520,3.223,budget,1,31.25,0.5471,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,7,68.0,46.73,229,13740,3.401,budget,1,31.25,0.5404,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,11,71.0,46.73,276,16560,2.822,budget,1,31.25,0.5599,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,19,70.0,46.77,257,15420,3.033,budget,1,31.25,0.5536,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,23,75.0,46.87,236,14160,3.31,budget,1,31.25,0.5833,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,31,67.0,46.87,263,15780,2.97,budget,1,31.25,0.5336,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,42,75.0,46.9,227,13620,3.443,budget,1,31.25,0.5833,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,47,68.0,46.76,241,14460,3.234,budget,1,31.25,0.5404,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,53,71.0,46.89,215,12900,3.635,budget,1,31.25,0.5599,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,opendispatch,2024,72.0,46.78,243,14580,3.209,budget,1,31.25,0.566,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nostagger,3,69.0,47.33,57,3420,13.839,budget,1,31.25,0.5471,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nostagger,7,67.0,46.95,54,3240,14.491,budget,1,31.25,0.5336,46.71,p3
S8x4x4-LD21-H0.3-F0.6-A4-s42,high,0.3,nostagger,11,70.0,46.92,51,3060,15.333,budget,1,31.25,0.5536,46.71,p3
